           1           0        3957         397        1383        1876          96
 -2   -0.33    0.50    -0.03  0.006     1.16    -1.51     0.04     0.18 10016    1.15   -1.63
  2    0.38    0.31     0.28  0.006     1.16    -1.51     0.04     0.18 10016    1.15   -1.63
 -1   -0.26    0.64     0.00  0.010    -0.83     1.23     0.08     0.18 20179   -0.81    1.11
  2    0.07    0.30     0.64  0.006    -0.83     1.23     0.08     0.18 20179   -0.81    1.11
  2   -0.18   -0.13     0.16  0.006    -0.64     3.26    -0.08     0.18 10191   -0.64    3.28
  2   -0.24   -0.02    -0.01  0.006    -0.64     3.26    -0.08     0.18 10191   -0.64    3.28
  2    0.40   -0.02    -0.75  0.006    -0.64     3.26    -0.08     0.18 10191   -0.64    3.28
 -2   -0.42    0.66    -0.10  0.006     4.46    -5.71    -0.00     0.18 20136    4.55   -5.77
  1   -0.12   -0.29     0.08  0.010     4.46    -5.71    -0.00     0.18 20136    4.55   -5.77
  2   -0.25    0.31     0.71  0.006    -1.07    -3.57     0.08     0.18 10131   -1.05   -3.61
  1    0.28   -0.02     0.04  0.010    -1.07    -3.57     0.08     0.18 10131   -1.05   -3.61
  2   -0.18   -0.05    -0.17  0.006    -1.07    -3.57     0.08     0.18 10131   -1.05   -3.61
 -2    0.52    0.55    -0.25  0.006     1.69    -4.49    -0.06     0.18 20067    1.58   -4.62
  1    0.20    0.35    -0.14  0.010     1.69    -4.49    -0.06     0.18 20067    1.58   -4.62
  2   -0.20    0.16     0.01  0.006     0.84     4.85     0.04     0.18 20156    0.94    4.83
  1   -0.31   -0.09    -0.25  0.010     0.84     4.85     0.04     0.18 20156    0.94    4.83
  1   -0.09    0.09     0.47  0.010     0.84     4.85     0.04     0.18 20156    0.94    4.83
  2   -0.27   -0.57     0.30  0.006    -2.31     3.00     0.00     0.18 10110   -2.27    3.05
 -1    0.02    0.27    -0.29  0.010    -2.31     3.00     0.00     0.18 10110   -2.27    3.05
  2    0.16   -0.09     0.02  0.006    -3.35     2.19    -0.01     0.18 20149   -3.26    2.23
  1   -0.38    0.08    -0.28  0.010    -3.35     2.19    -0.01     0.18 20149   -3.26    2.23
  1   -0.30   -0.23     0.21  0.010    -3.35     2.19    -0.01     0.18 20149   -3.26    2.23
 -1   -0.40   -0.17     0.06  0.010     0.81    -0.20    -0.10     0.18 20005    0.92   -0.21
