           1        3957
 event,miss,iscat,jscat=           1           0          97          67
     1    0.049   -0.134      0.044  0.010    -3.26    -0.02     0.02     0.17
    -2    0.169   -0.205     -0.028  0.006    -3.13    -0.10     0.04     0.24
     1    0.001   -0.050     -0.182  0.010    -3.24    -0.08     0.04     0.24
 event,miss,iscat,jscat=           1           0         334         327
    -2   -0.025   -0.134      0.018  0.006     0.82     0.84     0.11     0.19
     1    0.166    0.052     -0.172  0.010     0.74     0.76     0.10     0.19
    -2   -0.017   -0.070     -0.204  0.006     0.81     0.78     0.12     0.24
     1    0.158   -0.012      0.050  0.010     0.77     0.78     0.07     0.24
 event,miss,iscat,jscat=           1           0         824         338
     3    0.520    0.195      0.248  0.199    -2.23     3.12     0.12     0.23
     2   -0.201    0.081     -0.122  0.006    -2.09     2.91    -0.02     0.19
     3    0.253    0.406      0.348  0.199    -2.23     3.13     0.12     0.24
     2    0.066   -0.130     -0.222  0.006    -2.14     2.93    -0.05     0.24
 event,miss,iscat,jscat=           1           0         631         183
    -2    0.063   -0.117      0.231  0.006     0.51    -2.71    -0.07     0.22
     3    0.235    0.090     -0.134  0.199     0.39    -2.73    -0.04     0.17
    -2   -0.112    0.033     -0.056  0.006     0.52    -2.72    -0.05     0.24
     3    0.410   -0.061      0.154  0.199     0.44    -2.71    -0.07     0.24
 event,miss,iscat,jscat=           1           0         573         373
     2   -0.207   -0.350     -0.226  0.006    -2.72    -1.17    -0.07     0.21
     1    0.545    0.192     -0.393  0.010    -2.71    -1.29    -0.01     0.19
     2   -0.130    0.245     -0.441  0.006    -2.74    -1.19    -0.08     0.24
     1    0.468   -0.403     -0.178  0.010    -2.67    -1.27    -0.04     0.24
 event,miss,iscat,jscat=           1           0         886         388
     3   -0.138   -0.176     -0.030  0.199    -3.24     1.44    -0.17     0.24
     2    0.125   -0.111     -0.059  0.006    -3.21     1.47     0.09     0.19
     3    0.032   -0.158      0.073  0.199    -3.24     1.44    -0.17     0.24
     2   -0.045   -0.129     -0.162  0.006    -3.17     1.44     0.08     0.24
 event,miss,iscat,jscat=           1           0         290          23
     2    0.042   -0.245     -0.131  0.006     5.06    -1.05     0.05     0.18
     1   -0.077   -0.111      0.170  0.010     5.14    -1.05    -0.00     0.19
     2   -0.070   -0.319     -0.107  0.006     5.07    -1.10     0.02     0.24
     1    0.036   -0.038      0.146  0.010     5.12    -1.08     0.04     0.24
 event,miss,iscat,jscat=           1           0         320         188
     3    0.000   -0.126     -0.094  0.199    -2.94     1.32     0.04     0.19
     1    0.527    0.274      0.414  0.010    -3.12     1.41     0.01     0.19
     3    0.007    0.312      0.193  0.199    -2.94     1.30     0.02     0.24
     1    0.521   -0.164      0.127  0.010    -3.09     1.43     0.04     0.24
 event,miss,iscat,jscat=           1           0         609         278
     1    0.013   -0.134      0.300  0.010    -5.73    -0.72     0.07     0.22
     1    0.480    0.110     -0.062  0.010    -5.80    -0.80     0.06     0.18
     1    0.180    0.133      0.385  0.010    -5.73    -0.73     0.09     0.24
     1    0.313   -0.158     -0.147  0.010    -5.74    -0.79     0.05     0.24
 event,miss,iscat,jscat=           1           0         385         269
     1    0.125   -0.321      0.036  0.010    -2.54     3.05    -0.05     0.19
    -1    0.022    0.269     -0.288  0.010    -2.31     3.00     0.00     0.18
     1    0.272   -0.264      0.011  0.010    -2.52     3.00    -0.05     0.24
    -1   -0.126    0.212     -0.264  0.010    -2.31     3.04    -0.05     0.24
 event,miss,iscat,jscat=           1           0         865         645
     2    0.030   -0.194      0.101  0.006    -0.58    -1.92    -0.15     0.24
     1   -0.007    0.887     -0.646  0.010    -0.84    -2.00    -0.17     0.22
     2    0.081   -0.181      0.107  0.006    -0.58    -1.93    -0.14     0.25
     1   -0.058    0.874     -0.652  0.010    -0.84    -1.98    -0.18     0.25
 event,miss,iscat,jscat=           1           0         783         381
     3   -0.173   -0.422     -0.037  0.199    -1.63    -0.93    -0.08     0.23
    -1    0.060   -0.101     -0.318  0.010    -1.77    -0.84    -0.05     0.19
     3   -0.257   -0.147     -0.181  0.199    -1.64    -0.94    -0.08     0.25
    -1    0.143   -0.376     -0.174  0.010    -1.76    -0.86    -0.11     0.25
 event,miss,iscat,jscat=           1           0         483         262
     3   -0.309    0.391     -0.146  0.199    -1.03    -3.56    -0.08     0.21
     2   -0.177   -0.050     -0.172  0.006    -1.07    -3.57     0.08     0.18
     3   -0.286    0.303     -0.377  0.199    -1.05    -3.53    -0.09     0.25
     2   -0.200    0.039      0.059  0.006    -1.12    -3.59     0.03     0.25
 event,miss,iscat,jscat=           1           0         343         137
     1   -0.141    0.119     -0.550  0.010    -1.80    -1.33    -0.09     0.19
     2    0.556   -0.865     -0.723  0.006    -1.85    -1.30    -0.11     0.21
     1   -0.248    0.081     -0.202  0.010    -1.82    -1.32    -0.15     0.25
     2    0.663   -0.828     -1.072  0.006    -1.84    -1.32    -0.13     0.25
 event,miss,iscat,jscat=           1           0         804         100
    -1    0.101    0.285     -0.296  0.010     1.50     0.21     0.01     0.23
    -1    0.131   -0.060      0.215  0.010     1.37     0.38     0.09     0.22
    -1    0.227    0.061     -0.317  0.010     1.50     0.22     0.00     0.25
    -1    0.005    0.164      0.237  0.010     1.39     0.37     0.11     0.25
 event,miss,iscat,jscat=           1           0         745         408
     1    0.094   -0.503      0.196  0.010    -0.58    -2.04     0.02     0.23
     1    0.756    0.091     -0.369  0.010    -0.74    -2.11    -0.10     0.19
     1   -0.038   -0.485      0.005  0.010    -0.58    -2.06     0.03     0.25
     1    0.887    0.073     -0.179  0.010    -0.69    -2.10    -0.12     0.25
 event,miss,iscat,jscat=           1           0         928         235
    -2   -0.121   -0.184     -0.338  0.006    -3.08    -1.36    -0.02     0.24
    -1   -0.808    0.215     -0.259  0.010    -2.96    -1.30    -0.05     0.17
    -2   -0.305   -0.295     -0.268  0.006    -3.08    -1.36    -0.03     0.25
    -1   -0.623    0.326     -0.329  0.010    -3.03    -1.28    -0.08     0.25
 event,miss,iscat,jscat=           1           0         755         153
     2   -0.066   -0.073      0.289  0.006    -0.20    -5.08    -0.08     0.23
     1    0.035   -0.292     -0.011  0.010    -0.15    -4.98    -0.04     0.16
     2    0.087   -0.069      0.257  0.006    -0.20    -5.08    -0.06     0.25
     1   -0.119   -0.296      0.020  0.010    -0.14    -5.07    -0.05     0.25
 event,miss,iscat,jscat=           1           0         990         223
     1    0.442    0.036     -0.375  0.010    -0.25     1.67    -0.19     0.25
     3   -0.995   -0.252     -0.457  0.199    -0.13     1.46    -0.06     0.17
     1   -0.655    0.404     -0.721  0.010    -0.25     1.67    -0.19     0.25
     3    0.102   -0.619     -0.111  0.199    -0.19     1.44    -0.10     0.25
 event,miss,iscat,jscat=           1           0         610         575
     2   -0.272    0.403     -0.192  0.006     3.65     4.02     0.02     0.22
    -2   -0.773    0.027      0.881  0.006     3.81     4.23     0.13     0.21
     2   -0.192    0.629      0.414  0.006     3.63     4.05     0.01     0.25
    -2   -0.854   -0.199      0.275  0.006     3.78     4.23     0.15     0.25
 event,miss,iscat,jscat=           1           0         823         799
    -1   -0.332    0.168      0.352  0.010    -2.23     3.12     0.12     0.23
     2    0.266    0.037     -0.058  0.006    -2.31     3.16     0.05     0.23
    -1   -0.080    0.057      0.513  0.010    -2.24     3.13     0.13     0.25
     2    0.014    0.148     -0.219  0.006    -2.29     3.17     0.05     0.25
 event,miss,iscat,jscat=           1           0         314         160
     1    0.086   -0.818      0.367  0.010     2.63    -4.47     0.08     0.19
     2   -0.017    0.145      0.501  0.006     2.50    -4.58     0.05     0.16
     1   -0.049   -0.841      0.447  0.010     2.64    -4.53     0.11     0.25
     2    0.118    0.168      0.421  0.006     2.50    -4.56     0.14     0.25
 event,miss,iscat,jscat=           1           0         778         192
     1   -0.016   -0.098      0.045  0.010    -4.09     5.41     0.02     0.23
     2   -0.080    0.122      0.105  0.006    -3.86     5.37     0.00     0.17
     1   -0.170    0.010      0.091  0.010    -4.09     5.40     0.03     0.25
     2    0.074    0.014      0.059  0.006    -3.90     5.43     0.05     0.25
 event,miss,iscat,jscat=           1           0         968         714
    -1   -0.075    0.278      0.040  0.010     3.85     4.13    -0.04     0.25
    -3   -0.326   -0.376      0.052  0.199     3.91     4.15     0.05     0.23
    -1   -0.044   -0.034      0.342  0.010     3.85     4.14    -0.04     0.25
    -3   -0.357   -0.063     -0.249  0.199     3.89     4.13     0.06     0.25
 event,miss,iscat,jscat=           1           0         744         595
    -1    0.125    0.279     -0.111  0.010    -0.58    -2.04     0.02     0.23
     2    0.176   -0.306      0.241  0.006    -0.63    -2.03    -0.07     0.21
    -1    0.204    0.315      0.005  0.010    -0.57    -2.02     0.01     0.25
     2    0.096   -0.342      0.125  0.006    -0.61    -2.06    -0.05     0.25
 event,miss,iscat,jscat=           1           0         643         269
    -2    0.316   -0.299     -0.234  0.006    -2.35     3.07     0.02     0.22
    -1   -0.126    0.212     -0.264  0.010    -2.31     3.04    -0.05     0.24
    -2    0.183   -0.019     -0.656  0.006    -2.33     3.05     0.00     0.25
    -1    0.007   -0.069      0.159  0.010    -2.31     3.05    -0.05     0.25
 event,miss,iscat,jscat=           1           0         875         319
    -1    0.188    0.284     -0.387  0.010    -3.10     1.34    -0.03     0.24
    -1   -0.409    0.239      0.180  0.010    -2.94     1.33     0.05     0.19
    -1   -0.468    0.295     -0.353  0.010    -3.09     1.35    -0.05     0.25
    -1    0.247    0.228      0.145  0.010    -2.99     1.36     0.07     0.25
 event,miss,iscat,jscat=           1           0         695         359
    -1    0.592   -0.041      0.936  0.010     2.63    -0.43     0.14     0.22
     2   -0.007    0.115      0.428  0.006     2.63    -0.48     0.12     0.19
    -1    0.384   -0.139      1.024  0.010     2.64    -0.43     0.17     0.26
     2    0.201    0.213      0.339  0.006     2.63    -0.46     0.18     0.26
 event,miss,iscat,jscat=           1           0         471         125
     1   -0.097   -0.173     -0.025  0.010     4.17    -3.34     0.04     0.20
     1    0.237    0.253      0.042  0.010     4.02    -3.41    -0.06     0.16
     1    0.015   -0.205      0.096  0.010     4.14    -3.39     0.03     0.26
     1    0.125    0.285     -0.079  0.010     4.09    -3.33    -0.05     0.26
 event,miss,iscat,jscat=           1           0         812         410
     2   -0.112    0.174      0.200  0.006     5.14     1.18     0.07     0.23
     1    0.224   -0.047     -0.051  0.010     5.03     1.26    -0.01     0.19
     2   -0.133    0.203      0.093  0.006     5.13     1.20     0.08     0.26
     1    0.245   -0.076      0.056  0.010     5.09     1.25    -0.02     0.26
 event,miss,iscat,jscat=           1           0         341         128
     1   -0.930   -0.142      0.048  0.010    -2.08    -1.28     0.02     0.19
    -1    0.303   -0.609     -0.056  0.010    -2.26    -1.34     0.09     0.16
     1   -0.258    0.347     -0.151  0.010    -2.15    -1.29     0.03     0.26
    -1   -0.369   -1.098      0.144  0.010    -2.21    -1.43     0.09     0.26
 event,miss,iscat,jscat=           1           0         973          92
     1   -0.359    0.143     -0.320  0.010    -3.21     1.20    -0.06     0.25
     1    0.219   -0.082      0.212  0.010    -3.38     1.24    -0.03     0.15
     1   -0.456    0.144     -0.110  0.010    -3.22     1.20    -0.06     0.26
     1    0.316   -0.083      0.002  0.010    -3.31     1.21     0.04     0.26
 event,miss,iscat,jscat=           1           0         697         503
     3    0.099   -0.239      0.089  0.199     0.55    -4.61     0.16     0.22
     2   -0.647   -0.181     -0.079  0.006     0.64    -4.72    -0.02     0.21
     3   -0.070   -0.101      0.292  0.199     0.56    -4.63     0.17     0.26
     2   -0.479   -0.319     -0.282  0.006     0.59    -4.73    -0.03     0.26
 event,miss,iscat,jscat=           1           0         947         696
     1    0.371   -0.167      0.370  0.010     2.63    -0.31     0.14     0.25
     2   -0.343    0.144      0.008  0.006     2.63    -0.43     0.14     0.22
     1   -0.376   -0.054      0.016  0.010     2.63    -0.32     0.15     0.26
     2    0.403    0.031      0.362  0.006     2.59    -0.42     0.14     0.26
 event,miss,iscat,jscat=           1           0         342         139
    -2    0.093    0.000      0.085  0.006    -2.08    -1.28     0.02     0.19
     2   -0.184   -0.062      0.016  0.006    -1.88    -1.29    -0.07     0.16
    -2    0.062    0.008      0.135  0.006    -2.03    -1.28     0.07     0.26
     2   -0.154   -0.069     -0.034  0.006    -1.97    -1.32    -0.06     0.26
 event,miss,iscat,jscat=           1           0         452         288
     2   -0.201    0.160      0.182  0.006     3.31    -0.32    -0.09     0.20
     1    0.100    0.009     -0.036  0.010     3.27    -0.31     0.10     0.18
     2   -0.089    0.130      0.258  0.006     3.27    -0.29    -0.05     0.26
     1   -0.012    0.038     -0.112  0.010     3.34    -0.30     0.08     0.26
 event,miss,iscat,jscat=           1           0         732         605
    -2   -0.156    0.210      0.170  0.006    -3.47     2.42     0.09     0.23
     3    0.241    0.169      0.367  0.199    -3.49     2.46     0.03     0.22
    -2   -0.138    0.159      0.347  0.006    -3.49     2.44     0.11     0.26
     3    0.223    0.220      0.190  0.199    -3.47     2.47     0.06     0.26
 event,miss,iscat,jscat=           1           0         947         360
     1   -0.376   -0.054      0.016  0.010     2.63    -0.32     0.15     0.26
     1    0.309    0.185      0.499  0.010     2.63    -0.48     0.12     0.19
     1   -0.224   -0.297      0.119  0.010     2.63    -0.32     0.15     0.26
     1    0.158    0.429      0.396  0.010     2.66    -0.46     0.18     0.26
 event,miss,iscat,jscat=           1           0         535         441
     2   -0.169   -0.347     -0.567  0.006     1.34    -0.43    -0.06     0.21
    -1    0.086   -0.284      0.025  0.010     1.29    -0.39    -0.09     0.20
     2    0.120   -0.597     -0.354  0.006     1.33    -0.46    -0.10     0.26
    -1   -0.203   -0.034     -0.189  0.010     1.31    -0.44    -0.09     0.26
 event,miss,iscat,jscat=           1           0         915         248
     1   -0.032   -0.269      0.157  0.010    -1.33    -4.95     0.17     0.24
     3    0.220   -0.029     -0.046  0.199    -1.43    -5.02     0.07     0.18
     1   -0.043   -0.296      0.034  0.010    -1.33    -4.96     0.18     0.26
     3    0.231   -0.003      0.077  0.199    -1.37    -5.03     0.06     0.26
 event,miss,iscat,jscat=           1           0         799         644
     2    0.014    0.148     -0.219  0.006    -2.29     3.17     0.05     0.25
     1    0.136    0.231      0.316  0.010    -2.35     3.07     0.02     0.22
     2    0.102    0.303     -0.195  0.006    -2.29     3.17     0.04     0.26
     1    0.048    0.076      0.292  0.010    -2.34     3.09     0.05     0.26
 event,miss,iscat,jscat=           1           0         388         315
     2   -0.045   -0.129     -0.162  0.006    -3.17     1.44     0.08     0.24
     3    0.196    0.036      0.263  0.199    -3.05     1.39    -0.01     0.23
