           1           0         197         197   3.86094236    
     3.482     -3.703  -148     3      2.648     0  2112
    -3.263      2.227  -149     3      2.698     0  2112
    -4.937     -2.504  -150     0      2.725  2112  2112
    -4.188     -4.000  -151     3      2.731     0  2112
    -3.670     -6.122  -152     0      2.778  2112  2112
    -7.354      0.142  -153     0      2.815  2112  2112
     1.297      1.755  -154     3      2.833     0  2112
     3.384     -0.271  -155     3      2.874     0  2112
     0.935      4.829  -156     3      3.004     0  2112
    -4.500     -0.550  -157     0      3.015  2112  2112
    -0.418     -2.685  -158     3      3.027     0  2112
     0.389      2.327  -159     3      3.092     0  2112
    -4.930     -4.503  -160     3      3.236     0  2112
    -4.197      1.184  -161     3      3.241     0  2112
    -4.782     -2.668  -162     0      3.262  2112  2112
    -5.385     -0.381  -163     0      3.265  2112  2112
     2.823      1.456  -164     3      3.330     0  2112
    -4.338      3.986  -165     0      3.444  2112  2112
     1.616     -2.159  -166     3      3.466     0  2112
     2.092      1.909  -167     3      3.501     0  2112
     0.751      4.207  -168     3      3.532     0  2112
     1.228      1.181  -169     3      3.550     0  2212
    -2.953      1.144  -170     3      3.625     0  2112
    -3.239     -0.617  -171     3      3.660     0  2112
     2.431     -3.682  -172     3      3.726     0  2112
    -2.588      1.441  -173     3      3.743     0  2112
    -5.926     -3.943  -174     0      3.866  2112  2112
    -1.443     -2.802  -175     3      3.906     0  2212
    -2.146      1.615  -176     3      4.001     0  2212
    -3.816      0.494  -177     3      4.069     0  2112
     0.205      3.890  -178     3      4.109     0  2112
    -0.806      1.111  -179     3      4.362     0  2112
    -1.906      3.420  -180     3      4.435     0  2112
    -4.201      1.835  -181     3      4.476     0  2112
    -1.105     -1.843  -182     3      4.530     0  2112
    -0.198      1.854  -183     3      4.630     0  2112
     0.016     -2.425  -184     3      4.657     0  2112
     0.067      0.193  -185     3      4.745     0  2112
    -4.339     -0.383  -186     3      4.899     0  2112
    -4.677      4.420  -187     0      4.976  2112  2112
    -2.494     -1.968  -188     3      5.006     0  2212
    -0.185     -0.326  -189     3      5.108     0  2212
    -2.799     -1.328  -190     3      5.237     0  2112
    -0.859      1.279  -191     3      5.413     0  2212
    -2.793     -3.039  -192     3      5.749     0  2112
     1.247     -0.573  -193     3      5.930     0  2212
    -6.188      1.765  -194     0      6.023  2112  2112
    -4.999     -1.172  -195     3      6.693     0  2112
     0.899     -3.587  -196     3      7.296     0  2112
    -0.428     -0.051  -197     3      7.499     0  2112
